City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,markaz-e hukumat-e darweshan,31.1323,64.1934,289.18,53,1,0.69,AF,1706499778
367,tobruk,32.0836,23.9764,286.67,57,74,8.72,LY,1706499779
368,verkh-tula,54.8839,82.7762,257.03,85,100,3.0,RU,1706499779
369,el jadid,33.2549,-8.506,288.39,53,78,2.18,MA,1706499779
370,sierra grande,-41.606,-65.3557,295.34,66,100,0.7,AR,1706499779
371,port lincoln,-34.7333,135.8667,295.62,58,0,6.41,AU,1706499779
372,arcelia,18.2833,-100.2667,298.65,38,97,1.6,MX,1706499779
373,quarai,-30.3875,-56.4514,293.18,78,13,2.77,BR,1706499779
374,bandipura,34.4167,74.65,277.48,98,100,1.14,IN,1706499779
375,puerto cabezas,14.0351,-83.3888,297.19,91,8,4.28,NI,1706499780
376,oneonta,42.4529,-75.0638,274.42,68,100,2.33,US,1706499780
377,walvis bay,-22.9575,14.5053,292.09,88,69,0.0,NA,1706499780
378,huarmey,-10.0681,-78.1522,297.54,81,100,2.85,PE,1706499780
379,saranac lake,44.3295,-74.1313,272.53,90,100,4.12,US,1706499780
380,spring creek,40.7266,-115.5859,276.42,88,24,1.17,US,1706499780
381,nar'yan-mar,67.6713,53.087,264.88,95,90,5.81,RU,1706499780
382,cabinda,-5.55,12.2,298.92,89,100,1.67,AO,1706499780
383,batang,-6.4846,110.7083,301.95,75,99,4.1,ID,1706499542
384,muang phonsavan,19.45,103.2167,289.89,83,98,1.04,LA,1706499781
385,brookings,44.3114,-96.7984,273.36,93,0,0.0,US,1706499558
386,malpe,13.35,74.7167,298.76,50,89,1.91,IN,1706499781
387,whakatane,-37.9585,176.9854,298.08,64,100,5.67,NZ,1706499781
388,toamasina,-18.1667,49.3833,298.15,94,40,3.6,MG,1706499781
389,altai,46.3722,96.2583,259.23,59,94,1.51,MN,1706499781
390,tutoia,-2.7619,-42.2744,299.96,85,100,4.71,BR,1706499782
391,sao joao da barra,-21.6403,-41.0511,296.56,95,99,2.2,BR,1706499639
392,wanning,18.8003,110.3967,294.1,91,94,2.73,CN,1706499782
393,bikenibeu village,1.3673,173.1241,303.13,74,100,2.57,KI,1706499194
394,yuktae-dong,40.0247,128.1597,272.64,69,6,1.39,KP,1706499782
395,robertsport,6.7533,-11.3686,299.92,84,19,1.32,LR,1706499782
396,pangody,65.85,74.4859,253.95,99,100,4.19,RU,1706499782
397,isla vista,34.4133,-119.861,293.05,63,0,0.0,US,1706499783
398,sao tome,0.3365,6.7273,300.38,81,16,3.76,ST,1706499783
399,itoman,26.1247,127.6694,294.58,45,20,4.63,JP,1706499783
400,alzamay,55.5562,98.6644,250.37,91,27,2.47,RU,1706499783
401,dunedin,-45.8742,170.5036,290.38,67,0,3.76,NZ,1706499783
402,taoudenni,22.6783,-3.9836,290.57,18,0,4.09,ML,1706499689
403,armacao de buzios,-22.7469,-41.8817,296.18,94,100,2.31,BR,1706499784
404,tucuma,-0.1833,-50.05,298.01,93,91,1.89,BR,1706499613
405,aasiaat,68.7098,-52.8699,239.69,99,94,3.15,GL,1706499784
406,dolbeau-mistassini,48.8763,-72.212,270.51,89,100,4.02,CA,1706499688
407,panaba,21.2833,-88.2667,293.23,71,63,3.94,MX,1706499784
408,dudinka,69.4058,86.1778,259.61,91,100,8.38,RU,1706499630
409,pahlgam,34.0333,75.3333,274.58,86,100,2.48,IN,1706499784
410,corner brook,48.9667,-57.9484,272.24,98,100,0.92,CA,1706499784
411,luanda,-8.8368,13.2343,301.15,84,75,2.06,AO,1706499785
412,lagunillas,10.1301,-71.2595,298.02,76,4,1.62,VE,1706499785
413,labasa,-16.4167,179.3833,300.62,86,100,2.55,FJ,1706499785
414,eyl,7.9803,49.8164,297.99,85,98,4.27,SO,1706499785
415,abepura,-2.6333,140.5833,297.6,100,40,1.03,ID,1706499535
416,tahara,34.6667,137.2667,282.12,42,0,5.48,JP,1706499785
417,castillos,-34.1667,-53.8333,292.84,85,82,2.27,UY,1706499786
418,kamaishi,39.2667,141.8833,279.28,52,9,1.16,JP,1706499786
419,kapa'a,22.0752,-159.319,300.43,63,40,8.75,US,1706499786
420,kegeyli shahar,42.7767,59.6078,268.2,98,98,2.6,UZ,1706499786
421,posto fiscal rolim de moura,-13.0833,-62.2667,296.4,93,16,1.44,BR,1706499786
422,saint-pierre,-21.3393,55.4781,296.97,88,40,3.6,RE,1706499786
423,el gouna,27.3942,33.6782,286.2,54,27,4.91,EG,1706499786
424,okhotsk,59.3833,143.3,253.07,76,73,4.47,RU,1706499220
425,dapa,9.7594,126.0531,298.89,86,100,9.03,PH,1706499786
426,vila velha,-20.3297,-40.2925,298.12,96,100,2.06,BR,1706499660
427,el nido,11.1858,119.3956,300.34,66,51,6.57,PH,1706499787
428,ca mau,9.1769,105.15,305.57,38,3,6.53,VN,1706499787
429,vahdat,38.5563,69.0135,277.56,87,75,4.0,TJ,1706499787
430,morehead city,34.7229,-76.726,287.17,68,100,4.63,US,1706499227
431,onguday,50.75,86.15,264.83,82,98,0.69,RU,1706499787
432,san andres,12.5847,-81.7006,300.16,83,20,5.14,CO,1706499787
433,batouri,4.4333,14.3667,293.19,38,50,0.95,CM,1706499788
434,hilo,19.7297,-155.09,299.0,81,0,4.12,US,1706499788
435,happy valley-goose bay,53.3168,-60.3315,249.32,58,0,4.12,CA,1706499788
436,la mira,18.035,-102.3266,297.51,72,100,1.79,MX,1706499788
437,amagunze,6.3267,7.6539,296.01,29,4,1.37,NG,1706499788
438,plouguerneau,48.6,-4.5,284.51,93,75,6.17,FR,1706499788
439,pingzhuang,42.0372,119.2889,264.66,47,1,1.37,CN,1706499788
440,lewistown,40.5992,-77.5714,277.08,93,100,1.54,US,1706499789
441,dalkey,53.2783,-6.1003,279.65,91,75,3.09,IE,1706499789
442,nampa,43.5407,-116.5635,280.39,95,0,3.6,US,1706499666
443,ribadeo,43.5325,-7.0991,284.61,72,99,2.57,ES,1706499789
444,newman,37.3138,-121.0208,288.31,88,54,0.41,US,1706499789
445,ouargaye,11.5033,0.0572,295.02,16,0,3.97,BF,1706499789
446,wangdue phodrang,27.4862,89.8991,288.03,45,34,0.41,BT,1706499789
447,port douglas,-16.4833,145.4667,303.94,73,96,2.99,AU,1706499790
448,ponta delgada,37.7333,-25.6667,286.55,67,20,3.09,PT,1706499790
449,kitimat,54.0524,-128.6534,277.42,65,100,1.89,CA,1706499790
450,askoy,60.4092,5.226,280.31,100,75,5.66,NO,1706499790
451,lagoa,39.05,-27.9833,287.07,66,100,10.91,PT,1706499790
452,lucaya,26.5333,-78.6667,295.11,78,75,9.26,BS,1706499790
453,choyr,46.3611,108.3611,252.36,97,98,1.06,MN,1706499790
454,yemva,62.59,50.8594,261.32,98,94,2.11,RU,1706499791
455,mbanza kongo,-6.267,14.2401,294.12,98,100,1.49,AO,1706499791
456,bubaque,11.2833,-15.8333,298.86,64,73,2.13,GW,1706499791
457,nianzishan,47.5167,122.8833,256.17,55,0,3.28,CN,1706499791
458,pokoynoye,44.8097,44.2517,268.24,97,77,1.72,RU,1706499791
459,rio grande,-32.035,-52.0986,294.2,86,9,3.02,BR,1706499636
460,floro,61.5996,5.0328,280.13,81,100,7.2,NO,1706499791
461,faranah,10.0404,-10.7434,292.9,23,6,1.46,GN,1706499792
462,minab,27.1467,57.0801,292.91,57,98,2.44,IR,1706499792
463,tanah merah,5.8,102.15,302.05,89,90,1.25,MY,1706499792
464,laguna,38.421,-121.4238,289.51,84,0,2.57,US,1706499792
465,east ballina,-28.8667,153.5833,300.82,88,100,4.98,AU,1706499267
466,naha,26.2125,127.6811,294.53,46,20,4.63,JP,1706499792
467,zaysan,47.4667,84.8667,257.4,93,78,0.93,KZ,1706499792
468,altamira,-3.2033,-52.2064,296.65,88,98,1.01,BR,1706499793
469,meulaboh,4.1363,96.1285,301.05,78,74,0.96,ID,1706499793
470,baganga,7.5739,126.56,298.82,92,98,4.64,PH,1706499793
471,ganshui,28.7422,106.7111,283.31,66,90,0.97,CN,1706499793
472,pokachi,61.7198,75.3683,257.31,95,100,2.34,RU,1706499793
473,antofagasta,-23.65,-70.4,293.75,83,58,1.4,CL,1706499107
474,markapur,15.7333,79.2833,296.56,73,94,2.1,IN,1706499793
475,altos,-5.0381,-42.46,298.32,91,100,0.3,BR,1706499793
476,makarov,48.6333,142.8,268.44,88,100,2.23,RU,1706499794
477,sullivan,36.5168,-82.5332,277.73,89,100,6.69,US,1706499794
478,malabar,-33.9667,151.25,307.43,66,20,9.77,AU,1706499794
479,miles city,46.4083,-105.8406,278.69,70,0,2.57,US,1706499611
480,calvinia,-31.4707,19.776,291.52,42,34,2.19,ZA,1706499794
481,isagarh,24.8333,77.8833,292.47,31,83,1.2,IN,1706499794
482,ati,13.2154,18.3353,289.61,23,56,4.42,TD,1706499795
483,khandyga,62.6667,135.6,235.92,95,98,0.2,RU,1706499795
484,labytnangi,66.6572,66.4183,248.23,100,83,1.24,RU,1706499265
485,hobyo,5.3505,48.5268,299.41,80,18,5.92,SO,1706499795
486,narvik,68.4384,17.4272,279.41,86,100,5.68,NO,1706499795
487,qa'en,33.7265,59.1844,277.93,47,0,0.33,IR,1706499795
488,calatagan,13.8833,120.65,300.7,61,80,10.21,PH,1706499796
489,a coruna,43.3713,-8.396,289.71,50,0,4.02,ES,1706499796
490,haldensleben i,52.2891,11.4098,276.77,58,55,3.53,DE,1706499796
491,spassk-ryazanskiy,54.4072,40.3806,257.3,99,71,1.84,RU,1706499796
492,chiredzi,-21.05,31.6667,292.7,85,32,1.52,ZW,1706499796
493,ceyrat,45.7318,3.0633,280.5,76,0,3.09,FR,1706499797
494,isangel,-19.55,169.2667,298.9,71,86,3.6,VU,1706499253
495,quang ngai,15.1167,108.8,296.63,79,99,1.89,VN,1706499797
496,basco,20.4487,121.9702,296.16,75,68,9.51,PH,1706499797
497,portland,45.5234,-122.6762,288.31,90,100,3.58,US,1706499785
498,hauterive,46.0901,3.4459,282.57,83,99,2.32,FR,1706499797
499,auki,-8.7676,160.7034,299.7,86,100,7.52,SB,1706499798
500,pilar do sul,-23.8131,-47.7164,291.09,91,43,1.04,BR,1706499798
501,brzeziny,51.8002,19.7514,273.47,96,25,4.68,PL,1706499798
502,kerikeri,-35.2268,173.9474,294.21,72,54,0.89,NZ,1706499697
503,port-vila,-17.7338,168.3219,301.93,70,75,3.6,VU,1706499648
504,miri,4.4148,114.0089,302.23,79,40,4.63,MY,1706499798
505,ellsworth,44.5434,-68.4195,274.19,93,100,4.12,US,1706499583
506,pembroke,45.8168,-77.1162,272.14,80,100,3.32,CA,1706499613
507,drayton valley,53.2168,-114.9854,272.65,99,76,3.27,CA,1706499675
508,ciudad valles,21.9833,-99.0167,288.43,67,14,1.1,MX,1706499611
509,shihezi,44.3,86.0333,259.29,87,16,1.35,CN,1706499799
510,houlton,46.1262,-67.8403,271.82,87,100,0.0,US,1706499799
511,mahenge,-8.6833,36.7167,291.54,97,100,0.38,TZ,1706499799
512,kimbe,-5.5502,150.1429,299.83,88,98,1.69,PG,1706499799
513,sosnovo-ozerskoye,52.5249,111.5418,248.8,89,100,2.08,RU,1706499799
514,brisas de zicatela,15.8369,-97.0419,299.44,73,0,1.54,MX,1706499799
515,howard springs,-12.497,131.047,302.49,91,100,2.92,AU,1706499800
516,champerico,14.3,-91.9167,300.01,76,14,1.29,GT,1706499800
517,viedma,-40.8135,-62.9967,297.68,52,8,7.27,AR,1706499800
518,ciudad lazaro cardenas,17.9583,-102.2,297.87,75,100,1.75,MX,1706499540
519,yaren,-0.5472,166.916,302.05,74,76,7.47,NR,1706499800
520,salekhard,66.53,66.6019,247.73,100,86,1.03,RU,1706499800
521,kruisfontein,-34.0033,24.7314,290.31,68,52,1.99,ZA,1706499800
522,conception bay south,47.4999,-52.9981,272.45,82,99,4.21,CA,1706499623
523,ilhabela,-23.7781,-45.3581,296.4,91,35,1.96,BR,1706499801
524,burgos,42.3394,-3.7079,276.38,100,100,2.57,ES,1706499801
525,viqueque,-8.8673,126.3658,304.99,60,93,3.18,TL,1706499801
526,kanker,20.2719,81.4931,297.92,19,18,0.81,IN,1706499801
527,alghero,40.5589,8.3181,277.2,100,0,2.06,IT,1706499801
528,nagqu,31.5,92.0,263.81,50,100,2.41,CN,1706499801
529,ambositra,-20.5167,47.25,289.94,94,74,1.15,MG,1706499801
530,troitsko-pechorsk,62.7084,56.1964,260.2,96,99,2.68,RU,1706499802
531,sao gabriel da cachoeira,-0.1303,-67.0892,296.4,99,96,1.58,BR,1706499802
532,kidal,18.4411,1.4078,288.8,21,29,5.09,ML,1706499802
533,port macquarie,-31.4333,152.9167,300.31,76,99,5.23,AU,1706499052
534,tazovsky,67.4667,78.7,254.38,96,100,4.42,RU,1706499802
535,almyros,39.1822,22.7594,277.88,60,40,3.6,GR,1706499802
536,pyt-yakh,60.7499,72.8582,251.85,97,99,1.15,RU,1706499802
537,figuig (centre),32.1089,-1.2286,282.41,26,57,0.97,MA,1706499803
538,goure,13.9835,10.2704,287.07,27,5,4.34,NE,1706499803
539,canton,23.1167,113.25,287.12,71,100,1.91,CN,1706499607
540,dhemaji,27.4833,94.5833,289.19,36,0,1.34,IN,1706499803
541,taman',45.2117,36.7161,275.61,85,100,7.71,RU,1706499705
542,chibougamau,49.9168,-74.3659,262.94,85,100,1.03,CA,1706499266
543,port saint john's,-31.6229,29.5448,296.66,82,44,3.56,ZA,1706499803
544,colonia rincon viejo,16.9,-95.05,291.79,81,98,6.92,MX,1706499803
545,agara,42.0376,43.8238,271.24,75,98,0.51,GE,1706499804
546,tarrafal de sao nicolau,16.5667,-24.3667,296.49,68,18,5.5,CV,1706499804
547,bariarpur,25.3,86.5833,290.69,43,57,0.74,IN,1706499804
548,midvagur,62.0511,-7.1939,278.61,65,75,14.92,FO,1706499804
549,rice lake,45.5061,-91.7382,273.33,96,100,3.6,US,1706499551
550,aniva,46.7144,142.5294,270.21,85,100,1.95,RU,1706499804
551,turpan,42.9333,89.1667,271.51,42,1,0.5,CN,1706499805
552,bengkulu,-3.8004,102.2655,301.71,71,99,1.55,ID,1706499805
553,paragominas,-2.9667,-47.4833,295.67,98,96,1.17,BR,1706499805
554,afaahiti,-17.75,-149.2833,302.63,79,76,0.58,PF,1706499735
555,trincomalee,8.5711,81.2335,299.84,75,71,7.43,LK,1706499722
556,nizhnevartovsk,60.9344,76.5531,258.16,92,0,2.0,RU,1706499805
557,burang,30.25,81.1667,266.68,58,23,0.91,CN,1706499806
558,san rafael,-34.6177,-68.3301,296.11,58,48,4.7,AR,1706499634
559,kuta,-8.7233,115.1723,303.15,74,40,3.58,ID,1706499806
560,kyzyl,51.7,94.45,240.94,96,100,0.45,RU,1706499806
561,vredendal,-31.6683,18.5012,288.54,84,38,1.35,ZA,1706499806
562,palafrugell,41.9174,3.1631,286.72,9,100,4.07,ES,1706499806
563,butare,-2.5967,29.7394,287.45,92,88,1.29,RW,1706499806
564,lakatoro,-16.0999,167.4164,301.97,67,100,4.12,VU,1706499807
565,carnot-moon,40.5186,-80.2174,276.33,95,100,8.23,US,1706499807
566,kunigal,13.0222,77.0267,295.87,60,47,3.55,IN,1706499807
567,mar del plata,-38.0023,-57.5575,295.98,83,20,8.94,AR,1706499807
568,marina di massa,44.0095,10.1019,282.6,38,3,1.25,IT,1706499807
569,arteche,12.2645,125.4048,299.25,73,100,7.86,PH,1706499808
570,mermoz boabab,14.7065,-17.4758,294.03,83,31,4.12,SN,1706499808
571,challapata,-18.9,-66.7667,281.89,83,62,4.39,BO,1706499808
572,bhimunipatnam,17.8833,83.4333,294.88,65,55,1.64,IN,1706499808
573,kone,-21.0595,164.8658,303.54,53,93,4.39,NC,1706499808
574,porto novo,6.4965,2.6036,299.05,57,39,1.43,BJ,1706499808
575,azadshahr,34.7909,48.5707,267.42,93,0,0.0,IR,1706499809
